       ith      triangleNumber       n of divisors
     30992           480267528                  32
     30993           480298521                   2
     30994           480329515                   2
     30995           480360510                  64
     30996           480391506                 128
     30997           480422503                  16
     30998           480453501                   8
     30999           480484500                  48
     31000           480515500                  96
     31001           480546501                   8
     31002           480577503                  16
     31003           480608506                  64
     31004           480639510                 192
     31005           480670515                  96
     31006           480701521                  16
     31007           480732528                 160
     31008           480763536                 160
     31009           480794545                  32
     31010           480825555                  16
     31011           480856566                   4
     31012           480887578                   2
     31013           480918591                   6
     31014           480949605                  12
     31015           480980620                   6
     31016           481011636                  36
     31017           481042653                  48
     31018           481073671                   4
     31019           481104690                  32
     31020           481135710                 128
     31021           481166731                   4
     31022           481197753                  10
     31023           481228776                 160
     31024           481259800                 192
     31025           481290825                  24
     31026           481321851                  16
     31027           481352878                  16
     31028           481383906                   4
     31029           481414935                  16
     31030           481445965                 128
     31031           481476996                 288
     31032           481508028                  18
     31033           481539061                   4
     31034           481570095                  32
     31035           481601130                  16
     31036           481632166                   8
     31037           481663203                  32
     31038           481694241                   8
     31039           481725280                  24
     31040           481756320                 144
     31041           481787361                  48
     31042           481818403                  32
     31043           481849446                  64
     31044           481880490                 128
     31045           481911535                  48
     31046           481942581                  48
     31047           481973628                  24
     31048           482004676                  12
     31049           482035725                  96
     31050           482066775                  24
     31051           482097826                   8
     31052           482128878                  64
     31053           482159931                   8
     31054           482190985                   2
     31055           482222040                  32
     31056           482253096                  64
     31057           482284153                  16
     31058           482315211                  96
     31059           482346270                 192
     31060           482377330                  32
     31061           482408391                  32
     31062           482439453                   8
     31063           482470516                  12
     31064           482501580                 192
     31065           482532645                  96
     31066           482563711                  24
     31067           482594778                  48
     31068           482625846                  12
     31069           482656915                   8
     31070           482687985                  16
     31071           482719056                  20
     31072           482750128                  80
     31073           482781201                  16
     31074           482812275                  24
     31075           482843350                  96
     31076           482874426                  64
     31077           482905503                  32
     31078           482936581                   4
     31079           482967660                  48
     31080           482998740                  48
     31081           483029821                   1
     31082           483060903                   8
     31083           483091986                  64
     31084           483123070                  16
     31085           483154155                  24
     31086           483185241                  24
     31087           483216328                  32
     31088           483247416                 128
     31089           483278505                  32
     31090           483309595                   4
     31091           483340686                   8
     31092           483371778                  64
     31093           483402871                  32
     31094           483433965                  48
     31095           483465060                 216
     31096           483496156                 108
     31097           483527253                  48
     31098           483558351                  32
     31099           483589450                  48
     31100           483620550                  96
     31101           483651651                   8
     31102           483682753                   4
     31103           483713856                 168
     31104           483744960                  84
     31105           483776065                   8
     31106           483807171                   8
     31107           483838278                  32
     31108           483869386                  64
     31109           483900495                  64
     31110           483931605                  64
     31111           483962716                  12
     31112           483993828                  18
     31113           484024941                  24
     31114           484056055                  48
     31115           484087170                  96
     31116           484118286                  48
     31117           484149403                   6
     31118           484180521                  16
     31119           484211640                 256
     31120           484242760                  16
     31121           484273881                  24
     31122           484305003                  24
     31123           484336126                   8
     31124           484367250                 128
     31125           484398375                  64
     31126           484429501                  16
     31127           484460628                  48
     31128           484491756                  24
     31129           484522885                  16
     31130           484554015                  64
     31131           484585146                  64
     31132           484616278                  32
     31133           484647411                   8
     31134           484678545                  16
     31135           484709680                 160
     31136           484740816                 160
     31137           484771953                   8
     31138           484803091                   1
     31139           484834230                  24
     31140           484865370                 192
     31141           484896511                  32
     31142           484927653                  32
     31143           484958796                  96
     31144           484989940                  24
     31145           485021085                  16
     31146           485052231                   8
     31147           485083378                   8
     31148           485114526                  48
     31149           485145675                  72
     31150           485176825                  12
     31151           485207976                  32
     31152           485239128                  32
     31153           485270281                   4
     31154           485301435                  64
     31155           485332590                  32
     31156           485363746                   4
     31157           485394903                  16
     31158           485426061                   8
     31159           485457220                  24
     31160           485488380                 384
     31161           485519541                  16
     31162           485550703                   4
     31163           485581866                  96
     31164           485613030                 192
     31165           485644195                   8
     31166           485675361                   6
     31167           485706528                  72
     31168           485737696                  48
     31169           485768865                  32
     31170           485800035                  64
     31171           485831206                  16
     31172           485862378                   4
     31173           485893551                  16
     31174           485924725                  96
     31175           485955900                 216
     31176           485987076                  18
     31177           486018253                   8
     31178           486049431                  64
     31179           486080610                  64
     31180           486111790                   8
     31181           486142971                   2
     31182           486174153                   2
     31183           486205336                   8
     31184           486236520                 320
     31185           486267705                 160
     31186           486298891                  16
     31187           486330078                  64
     31188           486361266                  16
     31189           486392455                   4
     31190           486423645                  32
     31191           486454836                  96
     31192           486486028                  12
     31193           486517221                   6
     31194           486548415                  48
     31195           486579610                  64
     31196           486610806                  16
     31197           486642003                   8
     31198           486673201                   8
     31199           486704400                 120
     31200           486735600                 240
     31201           486766801                   4
     31202           486798003                   6
     31203           486829206                  48
     31204           486860410                  48
     31205           486891615                  48
     31206           486922821                  32
     31207           486954028                  48
     31208           486985236                  96
     31209           487016445                  32
     31210           487047655                  24
     31211           487078866                 144
     31212           487110078                 240
     31213           487141291                  10
     31214           487172505                   8
     31215           487203720                  64
     31216           487234936                  64
     31217           487266153                  96
     31218           487297371                  12
     31219           487328590                  16
     31220           487359810                  96
     31221           487391031                  24
     31222           487422253                   4
     31223           487453476                  12
     31224           487484700                  72
     31225           487515925                  24
     31226           487547151                  32
     31227           487578378                  64
     31228           487609606                  64
     31229           487640835                  96
     31230           487672065                  12
     31231           487703296                  18
     31232           487734528                 144
     31233           487765761                  64
     31234           487796995                  16
     31235           487828230                  32
     31236           487859466                  16
     31237           487890703                   1
     31238           487921941                  16
     31239           487953180                 384
     31240           487984420                  48
     31241           488015661                  16
     31242           488046903                  32
     31243           488078146                  32
     31244           488109390                  64
     31245           488140635                  32
     31246           488171881                   4
     31247           488203128                  48
     31248           488234376                  48
     31249           488265625                   7
     31250           488296875                  56
     31251           488328126                  64
     31252           488359378                   8
     31253           488390631                   2
     31254           488421885                  32
     31255           488453140                  48
     31256           488484396                  36
     31257           488515653                  12
     31258           488546911                   1
     31259           488578170                  16
     31260           488609430                  64
     31261           488640691                  48
     31262           488671953                  96
     31263           488703216                  80
     31264           488734480                 120
     31265           488765745                 120
     31266           488797011                  10
     31267           488828278                   2
     31268           488859546                  16
     31269           488890815                  64
     31270           488922085                   8
     31271           488953356                  12
     31272           488984628                  48
     31273           489015901                  16
     31274           489047175                  72
     31275           489078450                 144
     31276           489109726                   8
     31277           489141003                   8
     31278           489172281                  32
     31279           489203560                 128
     31280           489234840                  64
     31281           489266121                   2
     31282           489297403                   8
     31283           489328686                 192
     31284           489359970                  48
     31285           489391255                   2
     31286           489422541                   2
     31287           489453828                   6
     31288           489485116                  12
     31289           489516405                  64
     31290           489547695                 128
     31291           489578986                  16
     31292           489610278                  32
     31293           489641571                  16
     31294           489672865                   8
     31295           489704160                 192
     31296           489735456                 192
     31297           489766753                   8
     31298           489798051                   2
     31299           489829350                  24
     31300           489860650                  48
     31301           489891951                  48
     31302           489923253                  48
     31303           489954556                  96
     31304           489985860                 192
     31305           490017165                  32
     31306           490048471                   4
     31307           490079778                   8
     31308           490111086                  32
     31309           490142395                  32
     31310           490173705                 144
     31311           490205016                 288
     31312           490236328                  64
     31313           490267641                  32
     31314           490298955                  16
     31315           490330270                   4
     31316           490361586                  32
     31317           490392903                  64
     31318           490424221                   4
     31319           490455540                  48
     31320           490486860                  48
     31321           490518181                   1
     31322           490549503                   8
     31323           490580826                  64
     31324           490612150                  96
     31325           490643475                  96
     31326           490674801                   8
     31327           490706128                  20
     31328           490737456                 180
     31329           490768785                  72
     31330           490800115                  64
     31331           490831446                 128
     31332           490862778                  16
     31333           490894111                   1
     31334           490925445                   8
     31335           490956780                  24
     31336           490988116                   3
     31337           491019453                   6
     31338           491050791                  72
     31339           491082130                  96
     31340           491113470                  64
     31341           491144811                   8
     31342           491176153                   4
     31343           491207496                  64
     31344           491238840                  32
     31345           491270185                   8
     31346           491301531                  56
     31347           491332878                 112
     31348           491364226                  64
     31349           491395575                 192
     31350           491426925                  96
     31351           491458276                  12
     31352           491489628                  24
     31353           491520981                  32
     31354           491552335                   8
     31355           491583690                  48
     31356           491615046                  24
     31357           491646403                   1
     31358           491677761                   2
     31359           491709120                  84
     31360           491740480                 168
     31361           491771841                   8
     31362           491803203                   8
     31363           491834566                   8
     31364           491865930                  48
     31365           491897295                  24
     31366           491928661                   2
     31367           491960028                  24
     31368           491991396                  96
     31369           492022765                  32
     31370           492054135                   8
     31371           492085506                  32
     31372           492116878                  64
     31373           492148251                  64
     31374           492179625                 128
     31375           492211000                 128
     31376           492242376                  32
     31377           492273753                   8
     31378           492305131                   4
     31379           492336510                  16
     31380           492367890                  32
     31381           492399271                  16
     31382           492430653                  96
     31383           492462036                  36
     31384           492493420                   6
     31385           492524805                   4
     31386           492556191                   2
     31387           492587578                  16
     31388           492618966                  32
     31389           492650355                  16
     31390           492681745                   8
     31391           492713136                  30
     31392           492744528                  30
     31393           492775921                   4
     31394           492807315                 128
     31395           492838710                 256
     31396           492870106                   8
     31397           492901503                   2
     31398           492932901                   8
     31399           492964300                  72
     31400           492995700                 144
     31401           493027101                  32
     31402           493058503                  16
     31403           493089906                  32
     31404           493121310                  64
     31405           493152715                  32
     31406           493184121                  48
     31407           493215528                 192
     31408           493246936                  96
     31409           493278345                  72
     31410           493309755                  48
     31411           493341166                   8
     31412           493372578                  16
     31413           493403991                  32
     31414           493435405                  32
     31415           493466820                 384
     31416           493498236                 192
     31417           493529653                  16
     31418           493561071                  24
     31419           493592490                  48
     31420           493623910                  32
     31421           493655331                   8
     31422           493686753                  12
     31423           493718176                  72
     31424           493749600                 144
     31425           493781025                  48
     31426           493812451                  16
     31427           493843878                  80
     31428           493875306                  80
     31429           493906735                  32
     31430           493938165                  16
     31431           493969596                   6
     31432           494001028                  18
     31433           494032461                  72
     31434           494063895                  24
     31435           494095330                  16
     31436           494126766                  96
     31437           494158203                  48
     31438           494189641                  16
     31439           494221080                 128
     31440           494252520                 128
     31441           494283961                  16
     31442           494315403                  32
     31443           494346846                  64
     31444           494378290                  64
     31445           494409735                  48
     31446           494441181                  48
     31447           494472628                  24
     31448           494504076                  24
     31449           494535525                  96
     31450           494566975                  24
     31451           494598426                  16
     31452           494629878                  32
     31453           494661331                   4
     31454           494692785                  16
     31455           494724240                 160
     31456           494755696                  40
     31457           494787153                  48
     31458           494818611                  48
     31459           494850070                  96
     31460           494881530                  48
     31461           494912991                   2
     31462           494944453                   4
     31463           494975916                 144
     31464           495007380                 576
     31465           495038845                  16
     31466           495070311                   8
     31467           495101778                  16
     31468           495133246                   2
     31469           495164715                   8
     31470           495196185                  32
     31471           495227656                  64
     31472           495259128                 192
     31473           495290601                  12
     31474           495322075                   6
     31475           495353550                  96
     31476           495385026                  16
     31477           495416503                   1
     31478           495447981                   8
     31479           495479460                  96
     31480           495510940                  12
     31481           495542421                  16
     31482           495573903                  64
     31483           495605386                  32
     31484           495636870                  64
     31485           495668355                  64
     31486           495699841                  48
     31487           495731328                 192
     31488           495762816                  32
     31489           495794305                   8
     31490           495825795                  48
     31491           495857286                  12
     31492           495888778                  16
     31493           495920271                  64
     31494           495951765                  16
     31495           495983260                  24
     31496           496014756                  24
     31497           496046253                   2
     31498           496077751                   4
     31499           496109250                 192
     31500           496140750                 288
     31501           496172251                  24
     31502           496203753                   8
     31503           496235256                  32
     31504           496266760                  32
     31505           496298265                  16
     31506           496329771                  48
     31507           496361278                  12
     31508           496392786                  20
     31509           496424295                  80
     31510           496455805                   8
     31511           496487316                  24
     31512           496518828                  24
     31513           496550341                   4
     31514           496581855                  64
     31515           496613370                  32
     31516           496644886                   2
     31517           496676403                  12
     31518           496707921                  48
     31519           496739440                  80
     31520           496770960                 320
     31521           496802481                  16
     31522           496834003                   4
     31523           496865526                  64
     31524           496897050                 192
     31525           496928575                  48
     31526           496960101                  48
     31527           496991628                 144
     31528           497023156                  48
     31529           497054685                  32
     31530           497086215                   8
     31531           497117746                   2
     31532           497149278                  16
     31533           497180811                   8
     31534           497212345                  16
     31535           497243880                 512
     31536           497275416                 256
     31537           497306953                  32
     31538           497338491                   8
     31539           497370030                  32
     31540           497401570                  16
     31541           497433111                   8
     31542           497464653                   8
     31543           497496196                   3
     31544           497527740                  36
     31545           497559285                  12
     31546           497590831                   1
     31547           497622378                  16
     31548           497653926                  32
     31549           497685475                  12
     31550           497717025                  48
     31551           497748576                 192
     31552           497780128                  96
     31553           497811681                  24
     31554           497843235                  12
     31555           497874790                  32
     31556           497906346                 128
     31557           497937903                  32
     31558           497969461                  32
     31559           498001020                 192
     31560           498032580                  96
     31561           498064141                  16
     31562           498095703                  64
     31563           498127266                 128
     31564           498158830                  64
     31565           498190395                  16
     31566           498221961                   2
     31567           498253528                   8
     31568           498285096                  64
     31569           498316665                 128
     31570           498348235                  64
     31571           498379806                  48
     31572           498411378                  12
     31573           498442951                   1
     31574           498474525                  12
     31575           498506100                  36
     31576           498537676                  24
     31577           498569253                  64
     31578           498600831                  32
     31579           498632410                  32
     31580           498663990                 144
     31581           498695571                  18
     31582           498727153                   1
     31583           498758736                  40
     31584           498790320                  80
     31585           498821905                   8
     31586           498853491                   8
     31587           498885078                  16
     31588           498916666                  32
     31589           498948255                  96
     31590           498979845                  48
     31591           499011436                  24
     31592           499043028                  24
     31593           499074621                   2
     31594           499106215                   8
     31595           499137810                  64
     31596           499169406                  32
     31597           499201003                  32
     31598           499232601                  48
     31599           499264200                 144
     31600           499295800                  24
     31601           499327401                   8
     31602           499359003                  96
     31603           499390606                  24
     31604           499422210                  48
     31605           499453815                  24
     31606           499485421                   1
     31607           499517028                  18
     31608           499548636                  72
     31609           499580245                  32
     31610           499611855                  64
     31611           499643466                  64
     31612           499675078                  32
     31613           499706691                  32
     31614           499738305                  16
     31615           499769920                  56
     31616           499801536                 224
     31617           499833153                   8
     31618           499864771                   2
     31619           499896390                  64
     31620           499928010                 128
     31621           499959631                  16
     31622           499991253                  32
     31623           500022876                  96
     31624           500054500                 192
     31625           500086125                 192
     31626           500117751                  12
     31627           500149378                   2
     31628           500181006                  16
     31629           500212635                  32
     31630           500244265                  16
     31631           500275896                  64
     31632           500307528                  32
     31633           500339161                   2
     31634           500370795                  24
     31635           500402430                 192
     31636           500434066                  32
     31637           500465703                   8
     31638           500497341                   8
     31639           500528980                  96
     31640           500560620                 192
     31641           500592261                  32
     31642           500623903                   4
     31643           500655546                  16
     31644           500687190                  32
     31645           500718835                   2
     31646           500750481                  16
     31647           500782128                 320
     31648           500813776                  20
     31649           500845425                  12
     31650           500877075                  48
     31651           500908726                  32
     31652           500940378                  48
     31653           500972031                  72
     31654           501003685                  96
     31655           501035340                  96
     31656           501066996                  12
     31657           501098653                   4
     31658           501130311                  32
     31659           501161970                  64
     31660           501193630                  16
     31661           501225291                  12
     31662           501256953                   6
     31663           501288616                   8
     31664           501320280                  64
     31665           501351945                  32
     31666           501383611                   4
     31667           501415278                  32
     31668           501446946                 128
     31669           501478615                  16
     31670           501510285                  80
     31671           501541956                 240
     31672           501573628                  48
     31673           501605301                   8
     31674           501636975                  24
     31675           501668650                  24
     31676           501700326                   4
     31677           501732003                   8
     31678           501763681                  16
     31679           501795360                 288
     31680           501827040                 288
     31681           501858721                  32
     31682           501890403                  64
     31683           501922086                  48
     31684           501953770                  12
     31685           501985455                   4
     31686           502017141                   2
     31687           502048828                  12
     31688           502080516                 144
     31689           502112205                  48
     31690           502143895                  32
     31691           502175586                 128
     31692           502207278                  64
     31693           502238971                  32
     31694           502270665                  64
     31695           502302360                 128
     31696           502334056                  64
     31697           502365753                  32
     31698           502397451                   8
     31699           502429150                  12
     31700           502460850                  24
     31701           502492551                  12
     31702           502524253                  36
     31703           502555956                  72
     31704           502587660                  96
     31705           502619365                  32
     31706           502651071                  48
     31707           502682778                  24
     31708           502714486                   8
     31709           502746195                  64
     31710           502777905                  64
     31711           502809616                  40
     31712           502841328                 120
     31713           502873041                  48
     31714           502904755                   8
     31715           502936470                  24
     31716           502968186                  96
     31717           502999903                   8
     31718           503031621                   8
     31719           503063340                 192
     31720           503095060                  24
     31721           503126781                   8
     31722           503158503                   8
     31723           503190226                  16
     31724           503221950                 384
     31725           503253675                  96
     31726           503285401                   4
     31727           503317128                  16
     31728           503348856                  16
     31729           503380585                   8
     31730           503412315                  64
     31731           503444046                  16
     31732           503475778                   8
     31733           503507511                  48
     31734           503539245                  96
     31735           503570980                  24
     31736           503602716                  24
     31737           503634453                  32
     31738           503666191                  16
     31739           503697930                  96
     31740           503729670                  24
     31741           503761411                   4
     31742           503793153                  24
     31743           503824896                 120
     31744           503856640                 160
     31745           503888385                 128
     31746           503920131                  64
     31747           503951878                   8
     31748           503983626                  16
     31749           504015375                  64
     31750           504047125                   8
     31751           504078876                  45
     31752           504110628                 180
     31753           504142381                   4
     31754           504174135                  16
     31755           504205890                 128
     31756           504237646                  32
     31757           504269403                  32
     31758           504301161                  64
     31759           504332920                 128
     31760           504364680                  96
     31761           504396441                   6
     31762           504428203                   4
     31763           504459966                  32
     31764           504491730                  16
     31765           504523495                   8
     31766           504555261                   8
     31767           504587028                  36
     31768           504618796                  18
     31769           504650565                  12
     31770           504682335                  12
     31771           504714106                  12
     31772           504745878                 192
     31773           504777651                  16
     31774           504809425                  12
     31775           504841200                 240
     31776           504872976                  80
     31777           504904753                   4
     31778           504936531                  16
     31779           504968310                 256
     31780           505000090                  64
     31781           505031871                   8
     31782           505063653                   8
     31783           505095436                  48
     31784           505127220                 192
     31785           505159005                  64
     31786           505190791                  32
     31787           505222578                  96
     31788           505254366                  48
     31789           505286155                  48
     31790           505317945                  24
     31791           505349736                  16
     31792           505381528                   8
     31793           505413321                   8
     31794           505445115                  16
     31795           505476910                   4
     31796           505508706                  12
     31797           505540503                  24
     31798           505572301                   4
     31799           505604100                  36
     31800           505635900                 432
     31801           505667701                  12
     31802           505699503                   2
     31803           505731306                   4
     31804           505763110                   4
     31805           505794915                  32
     31806           505826721                  64
     31807           505858528                  96
     31808           505890336                 192
     31809           505922145                  32
     31810           505953955                  16
     31811           505985766                  64
     31812           506017578                  64
     31813           506049391                   4
     31814           506081205                  24
     31815           506113020                 288
     31816           506144836                  12
     31817           506176653                   2
     31818           506208471                   8
     31819           506240290                  64
     31820           506272110                  32
     31821           506303931                   8
     31822           506335753                  24
     31823           506367576                 288
     31824           506399400                 576
     31825           506431225                  12
     31826           506463051                   6
     31827           506494878                  48
     31828           506526706                  16
     31829           506558535                  16
     31830           506590365                  32
     31831           506622196                  48
     31832           506654028                 144
     31833           506685861                  48
     31834           506717695                   8
     31835           506749530                  32
     31836           506781366                 128
     31837           506813203                   8
     31838           506845041                   2
     31839           506876880                  40
     31840           506908720                  80
     31841           506940561                  48
     31842           506972403                  24
     31843           507004246                  16
     31844           507036090                 128
     31845           507067935                  16
     31846           507099781                   1
     31847           507131628                  12
     31848           507163476                  12
     31849           507195325                  18
     31850           507227175                 108
     31851           507259026                  12
     31852           507290878                   8
     31853           507322731                   8
     31854           507354585                  16
     31855           507386440                 128
     31856           507418296                 256
     31857           507450153                  64
     31858           507482011                   4
     31859           507513870                  32
     31860           507545730                 128
     31861           507577591                  16
     31862           507609453                  64
     31863           507641316                 192
     31864           507673180                  24
     31865           507705045                  16
     31866           507736911                  32
     31867           507768778                  32
     31868           507800646                  48
     31869           507832515                  24
     31870           507864385                  32
     31871           507896256                 224
     31872           507928128                  28
     31873           507960001                   1
     31874           507991875                  20
